Record ID,Case ID,Landlord Name,Landlord Type,Decision Date,Category,Complaint Description,Finding Outcome,Source Decision ID
3633,202321581,London & Quadrant Housing Trust,Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,Maladministration,1561
3634,202426484,London Borough of Ealing,Local Authority / ALMO or TMO,31 October 2025,Damp & Mould,The h andling of the l eak and subsequent damp,Maladministration,1562
3635,202426484,London Borough of Ealing,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint,Maladministration,1562
3636,202341071,London Borough of Islington,Local Authority / ALMO or TMO,31 October 2025,Leaks & Water Ingress,R eports of no heating and hot water and the associated boiler repair,Maladministration,1563
3637,202341071,London Borough of Islington,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,Complaint handling,Reasonable Redress,1563
3638,202330224,London Borough of Lambeth,Local Authority / ALMO or TMO,31 October 2025,Leaks & Water Ingress,The landlord’s handling of reports of damages caused by the rook leak and asbestos in the bedroom ceiling.,Maladministration,1564
3639,202330224,London Borough of Lambeth,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The landlord’s handling of requests to be compensated for damaged items.,No Maladministration,1564
3640,202330224,London Borough of Lambeth,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint,Maladministration,1564
3641,202342651,London Borough of Lambeth,Local Authority,31 October 2025,Other,How the landlord dealt with reports of subsidence and related damage,Maladministration,1565
3642,202342651,London Borough of Lambeth,Local Authority,31 October 2025,Other,,Maladministration,1565
3643,202501138,London Borough of Lambeth,Local Authority / ALMO or TMO,31 October 2025,Leaks & Water Ingress,The handling of reports of water ingress.,Maladministration,1566
3644,202501138,London Borough of Lambeth,Local Authority / ALMO or TMO,31 October 2025,Other,,Maladministration,1566
3645,202445140,London Borough of Newham,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The landlord’s handling of the resident’s request to change the specifications of the soundproofing installation,No Maladministration,1567
3646,202445140,London Borough of Newham,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The landlord’s handling of bathroom repairs,No Maladministration,1567
3647,202445140,London Borough of Newham,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1567
3648,202426456,London Borough of Tower Hamlets,Local Authority / ALMO or TMO,31 October 2025,Leaks & Water Ingress,The landlord’s handling of a leak in the bathroom at the resident’s property.,Maladministration,1568
3649,202426456,London Borough of Tower Hamlets,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1568
3650,202427344,London Borough of Tower Hamlets,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The landlord’s handling of responsive repairs to the property.,Maladministration,1569
3651,202427344,London Borough of Tower Hamlets,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The landlord’s response the resident’s request for major works or non-essential repairs to the property .,No Maladministration,1569
3652,202427344,London Borough of Tower Hamlets,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,handling.,Maladministration,1569
3653,202346831,London Borough of Wandsworth,Local Authority / ALMO or TMO,31 October 2025,Other,The condition of the property when it was let .,No Maladministration,1571
3654,202346831,London Borough of Wandsworth,Local Authority / ALMO or TMO,31 October 2025,Other,The resident’s concerns about the tenancy start date .,No Maladministration,1571
3655,202346831,London Borough of Wandsworth,Local Authority / ALMO or TMO,31 October 2025,Other,The resident having to travel to allow access .,Service Failure,1571
3656,202346831,London Borough of Wandsworth,Local Authority / ALMO or TMO,31 October 2025,Other,Request fo r l oft access .,No Maladministration,1571
3657,202346831,London Borough of Wandsworth,Local Authority / ALMO or TMO,31 October 2025,Estate Management,Request to relocate the disabled parking bay .,Service Failure,1571
3658,202346831,London Borough of Wandsworth,Local Authority / ALMO or TMO,31 October 2025,Other,End of her previous tenancy .,No Maladministration,1571
3659,202346831,London Borough of Wandsworth,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint .,No Maladministration,1571
3660,202424716,Metropolitan Thames Valley Housing (MTV),Housing Association,31 October 2025,Complaint Handling,Response to queries and concerns about service charges,Maladministration,1572
3661,202424716,Metropolitan Thames Valley Housing (MTV),Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1572
3662,202428004,Metropolitan Thames Valley Housing (MTV),Housing Association,31 October 2025,Repairs & Maintenance,The landlords handling of the residents’ concerns about the repair and maintenance issues.,Service Failure,1573
3663,202428004,Metropolitan Thames Valley Housing (MTV),Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,Service Failure,1573
3664,202409589,Newcastle City Council,Local Authority / ALMO or TMO,31 October 2025,Anti-Social Behaviour (ASB),The landlord’s handling of the resident’s reports of antisocial behaviour (ASB),No Maladministration,1574
3665,202409589,Newcastle City Council,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint,No Maladministration,1574
3666,202402008,Norwich City Council,Local Authority / ALMO or TMO,31 October 2025,Repairs & Maintenance,Handling of major repair works,Maladministration,1575
3667,202402008,Norwich City Council,Local Authority / ALMO or TMO,31 October 2025,Other,R epair s and safety in the block of flats,Maladministration,1575
3668,202402008,Norwich City Council,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint,Maladministration,1575
3669,202423175,Norwich City Council,Local Authority,31 October 2025,Damp & Mould,"Leaks, damp and mould",Maladministration,1576
3670,202423175,Norwich City Council,Local Authority,31 October 2025,Other,Reh ousing application,Outside Jurisdiction,1576
3671,202423175,Norwich City Council,Local Authority,31 October 2025,Complaint Handling,C omplaint handling,Service Failure,1576
3672,202339571,Notting Hill Genesis,Housing Association,31 October 2025,Damp & Mould,"Leaks in the resident’s property , remedial works , damp, and mould .",Maladministration,1577
3673,202339571,Notting Hill Genesis,Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,Service Failure,1577
3674,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Damp & Mould,Damp and mould,Reasonable Redress,1578
3675,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Other,Bathroom Replacement,No Maladministration,1578
3676,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Other,Pigeon proofing,Maladministration,1578
3677,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Estate Management,Plants in communal areas,Maladministration,1578
3678,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Leaks & Water Ingress,Water shut-off valve,Maladministration,1578
3679,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Other,Communication of Housing O f ficer,Maladministration,1578
3680,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Estate Management,Communal Tap,Outside Jurisdiction,1578
3681,202446729,Notting Hill Genesis,Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,Maladministration,1578
3682,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Repairs & Maintenance,The landlord’s handling of the resident’s reports of a lift breakdown.,Service Failure,1579
3683,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Complaint Handling,The landlord’s handling of the resident’s reports of missing fence panels.,Service Failure,1579
3684,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Estate Management,The landlord’s handling of the resident’s report of defective paving slab s outside the bin shed .,Service Failure,1579
3685,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Pest Control,The landlord’s handling of the resident’s reports of a rat infestation in the communal areas.,No Maladministration,1579
3686,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Repairs & Maintenance,The landlord’s handling of the resident’s reports of a lack of fire treatment for her front door.,Service Failure,1579
3687,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Rehousing & Allocations,The landlord’s handling of the resident’s reports of concerns about the allocation of housing officers for her property.,No Maladministration,1579
3688,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Complaint Handling,The landlord’s handling of the resident’s reports of concerns about the notes kept on its systems.,No Maladministration,1579
3689,202449521,Notting Hill Genesis,Housing Association,31 October 2025,Complaint Handling,The landlord’s handling of the resident’s reports of a stolen wheelchair.,Outside Jurisdiction,1579
